Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,AnnualSum
WECC,WECC_comm_water_heat_1,3,1,0.0,0.0,1.0343126135914862e7,1.0343126135914862e7
EIC,EIC_comm_water_heat_1,1,1,2.934109909553238e6,0.0,0.0,2.934109909553238e6
TRE,TRE_comm_water_heat_1,2,1,0.0,3.848358226710833e6,-0.0,3.848358226710833e6
WECC,WECC_res_water_heat_1,3,1,0.0,0.0,1.6635394394111874e7,1.6635394394111874e7
EIC,EIC_res_water_heat_1,1,1,5.501304969033924e6,0.0,0.0,5.501304969033924e6
TRE,TRE_res_water_heat_1,2,1,-0.0,5.823231015038174e6,-0.0,5.823231015038174e6
WECC,WECC_comm_space_heat_cool_1,3,1,0.0,0.0,2.0045434995924905e7,2.0045434995924905e7
EIC,EIC_comm_space_heat_cool_1,1,1,1.0259280140117707e7,0.0,0.0,1.0259280140117707e7
TRE,TRE_comm_space_heat_cool_1,2,1,0.0,1.06081652597619e8,0.0,1.06081652597619e8
WECC,WECC_res_space_heat_cool_1,3,1,0.0,0.0,5.435454644680344e7,5.435454644680344e7
EIC,EIC_res_space_heat_cool_1,1,1,2.497704249783671e7,0.0,0.0,2.497704249783671e7
TRE,TRE_res_space_heat_cool_1,2,1,0.0,1.6374879117127636e8,0.0,1.6374879117127636e8
